Zip/ZCTA,2010 Population,Land-Sq-Mi,Density Per Sq Mile
29412,35850,39.242,913.5619999
62234,33430,36.635,912.5153542
95968,1412,1.548,912.1447028
8341,2239,2.455,912.0162933
55043,3540,3.882,911.9010819
27603,47033,51.607,911.3686128
99020,82,0.09,911.1111111
32958,25366,27.847,910.9060222
49037,22576,24.794,910.5428733
37931,26109,28.676,910.4826336
96752,3680,4.043,910.2151867
64129,9486,10.424,910.0153492
32703,46207,50.782,909.9090229
63744,111,0.122,909.8360656
89052,47214,51.918,909.3955853
32159,28867,31.768,908.6816923
62901,27182,29.937,907.9734108
8540,47115,51.916,907.5236921
23651,696,0.767,907.4315515
45819,233,0.257,906.614786
21701,35293,38.933,906.5060489
26040,2103,2.32,906.4655172
8831,45620,50.335,906.327605
70820,17222,19.011,905.8965862
37394,105,0.116,905.1724138
54127,76,0.084,904.7619048
77386,36407,40.255,904.4093901
89436,36867,40.764,904.400942
17976,6937,7.671,904.3149524
29414,31883,35.267,904.0462756
3801,21532,23.826,903.7186267
42223,13685,15.145,903.5985474
21085,16171,17.92,902.3995536
52595,416,0.461,902.3861171
52403,23673,26.253,901.7255171
25201,55,0.061,901.6393443
18969,15273,16.941,901.540641
68419,256,0.284,901.4084507
92407,56689,62.89,901.3992686
73505,49809,55.258,901.389844
83642,37008,41.061,901.2931979
10567,19929,22.137,900.2574875
13760,44264,49.181,900.0223664
14168,36,0.04,900
78108,27770,30.869,899.608021
76155,3115,3.465,898.989899
7405,17701,19.691,898.9386014
96795,10034,11.164,898.7817986
60480,5246,5.837,898.7493575
44094,35234,39.212,898.5514638
33572,14117,15.719,898.0851199
62046,713,0.794,897.9848866
30041,52749,58.761,897.6872415
76504,24268,27.034,897.6843974
21015,27763,30.931,897.5784811
47282,289,0.322,897.515528
41760,35,0.039,897.4358974
52806,27503,30.675,896.593317
30122,21561,24.069,895.7995762
77385,19534,21.813,895.5210196
6410,29161,32.58,895.058318
29834,1687,1.885,894.9602122
96707,38817,43.377,894.8751643
39576,5809,6.493,894.6557832
80951,4202,4.697,894.6135831
60491,22743,25.448,893.7048098
34639,24092,26.96,893.620178
70094,31669,35.462,893.0404377
5740,25,0.028,892.8571429
16312,25,0.028,892.8571429
98092,39816,44.629,892.155325
7082,5384,6.04,891.3907285
32064,6860,7.697,891.2563336
37027,49035,55.054,890.6709776
2532,12690,14.254,890.2764136
2019,16332,18.349,890.0757534
76179,48058,54.016,889.6993483
2562,2977,3.347,889.4532417
6840,19738,22.195,889.2993918
14026,674,0.758,889.182058
2339,13879,15.609,889.1665065
28117,35454,39.908,888.3933046
30013,25183,28.368,887.7256063
1581,18272,20.584,887.6797513
46342,31244,35.225,886.9836764
49921,360,0.406,886.6995074
33880,37798,42.629,886.6733914
84116,33297,37.555,886.6196246
78222,19408,21.89,886.6148926
78516,33722,38.038,886.5345181
8502,11317,12.774,885.940191
21740,61859,69.843,885.6864682
19073,18332,20.7,885.6038647
16024,209,0.236,885.5932203
19608,22719,25.682,884.6273655
15430,314,0.355,884.5070423
53537,781,0.883,884.4847112
28745,551,0.623,884.4301766
73149,4643,5.25,884.3809524
33473,6265,7.088,883.8882619
30601,20835,23.579,883.6252598
43528,16430,18.604,883.14341
27571,3893,4.41,882.7664399
70359,8408,9.527,882.5443476
18940,28825,32.681,882.0109544
44721,13560,15.378,881.779165
11042,520,0.59,881.3559322
40310,526,0.597,881.0720268
50707,8509,9.659,880.9400559
78734,17655,20.05,880.5486284
29680,27285,31.036,879.1403531
1201,46504,52.918,878.7936052
46537,433,0.493,878.296146
78724,21696,24.711,877.9895593
85742,25212,28.729,877.5801455
6790,36482,41.577,877.4562859
56668,136,0.155,877.4193548
10507,6408,7.307,876.9672916
86442,33382,38.074,876.7662972
80016,41219,47.017,876.6829019
92585,17797,20.303,876.569965
2561,539,0.615,876.4227642
67505,2457,2.805,875.9358289
80023,15415,17.601,875.8025112
64152,26024,29.724,875.5214641
29588,36499,41.696,875.3597467
32550,5867,6.705,875.0186428
2050,25429,29.079,874.4798652
81001,30498,34.885,874.2439444
30809,38168,43.659,874.2298266
30134,43356,49.605,874.0247959
25873,607,0.695,873.381295
30019,40447,46.323,873.1515662
4975,48,0.055,872.7272727
7880,192,0.22,872.7272727
46062,29730,34.067,872.692048
46239,25345,29.046,872.5814226
54441,828,0.949,872.4973656
32082,28996,33.253,871.9814754
46063,401,0.46,871.7391304
47304,30516,35.022,871.3380161
10501,1219,1.399,871.336669
43119,27698,31.789,871.307685
66105,2924,3.356,871.2753278
28554,243,0.279,870.9677419
19519,101,0.116,870.6896552
55121,7861,9.031,870.4462407
17408,22507,25.868,870.0711304
66061,55805,64.172,869.6160319
43070,133,0.153,869.2810458
85340,26262,30.218,869.0846515
3826,2470,2.844,868.4950774
70819,5040,5.804,868.3666437
10992,9621,11.091,867.4601028
10549,16638,19.188,867.1044403
35207,9010,10.398,866.5127909
77433,50539,58.335,866.3581041
43842,355,0.41,865.8536585
17762,503,0.581,865.7487091
99001,6151,7.105,865.7283603
71279,45,0.052,865.3846154
11792,8523,9.851,865.1913511
20634,5927,6.852,865.0029189
28424,128,0.148,864.8648649
62891,652,0.754,864.7214854
18083,530,0.613,864.6003263
36455,465,0.538,864.3122677
3051,24480,28.339,863.8272346
45884,145,0.168,863.0952381
18239,232,0.269,862.4535316
33805,23153,26.854,862.1806807
66218,7754,8.995,862.0344636
1778,13109,15.208,861.9805366
11560,6464,7.502,861.6368968
28791,14171,16.447,861.6161002
2816,32611,37.854,861.4941618
55375,4518,5.247,861.0634648
38672,11249,13.068,860.8050199
8260,13661,15.874,860.5896434
84318,3918,4.554,860.342556
85737,20727,24.096,860.1842629
15068,38785,45.107,859.8443701
20769,6604,7.685,859.3363696
32963,14911,17.366,858.6318093
17256,91,0.106,858.490566
37645,5145,5.995,858.2151793
25304,8773,10.226,857.9112067
46113,14063,16.398,857.6045859
6471,7720,9.003,857.4919471
37167,49322,57.543,857.1329267
93673,713,0.832,856.9711538
24019,26502,30.932,856.7826199
27704,34517,40.307,856.3524946
45351,274,0.32,856.25
89156,27794,32.462,856.2010967
62933,1230,1.437,855.9498956
43033,380,0.444,855.8558559
80902,12289,14.359,855.8395431
44838,266,0.311,855.3054662
46799,212,0.248,854.8387097
23832,33739,39.48,854.5845998
64503,12921,15.12,854.5634921
92027,53881,63.063,854.3995687
7840,29849,34.959,853.8287708
74033,10163,11.904,853.7466398
95340,33931,39.744,853.7389291
73050,1370,1.606,853.0510585
49788,6609,7.75,852.7741935
15644,18836,22.088,852.7707352
62999,1829,2.145,852.6806527
55391,14486,17,852.1176471
51106,26544,31.157,851.9433835
25109,661,0.776,851.8041237
48383,12701,14.914,851.6159313
13901,19773,23.22,851.5503876
37351,390,0.458,851.5283843
81506,10961,12.874,851.4059344
31602,34702,40.776,851.0398273
1527,13246,15.569,850.793243
33566,19522,22.955,850.4465258
49263,85,0.1,850
30566,7906,9.302,849.9247474
2035,16865,19.848,849.7077791
89434,25416,29.921,849.4368504
7980,2307,2.716,849.4108984
15930,241,0.284,848.5915493
14774,151,0.178,848.3146067
46231,10440,12.318,847.5401851
60543,36156,42.698,846.7843927
1440,20347,24.042,846.3106231
72201,1024,1.21,846.2809917
24474,544,0.643,846.0342146
12188,10980,12.979,845.9819709
92582,15649,18.503,845.7547425
14467,9105,10.774,845.0900316
28480,2473,2.927,844.8923813
15716,683,0.809,844.2521632
62689,518,0.614,843.6482085
64101,339,0.402,843.2835821
56377,17648,20.937,842.9096814
83218,338,0.401,842.8927681
97305,40176,47.675,842.7058207
23943,225,0.267,842.6966292
29687,39561,46.958,842.4762554
8505,17736,21.053,842.4452572
30164,16,0.019,842.1052632
71111,38456,45.682,841.819535
28547,21884,26.006,841.4981158
2673,8402,9.988,841.2094513
12177,518,0.616,840.9090909
41169,5354,6.369,840.6343225
46112,33662,40.045,840.6043201
47876,394,0.469,840.0852878
12150,914,1.088,840.0735294
85620,897,1.068,839.8876404
98388,7508,8.941,839.7270999
1432,7089,8.444,839.5310279
68634,345,0.411,839.4160584
4286,47,0.056,839.2857143
50021,21595,25.742,838.9014063
35401,39878,47.589,837.966757
62927,367,0.438,837.8995434
18086,398,0.475,837.8947368
6033,28762,34.339,837.5899123
80640,11054,13.206,837.043768
40048,113,0.135,837.037037
32566,33671,40.249,836.5673681
43317,168,0.201,835.8208955
67219,12121,14.503,835.758119
18106,6889,8.245,835.5366889
95691,34737,41.594,835.144492
16848,319,0.382,835.078534
2052,12024,14.402,834.8840439
63653,1206,1.445,834.6020761
60423,30423,36.458,834.467058
11724,3220,3.859,834.4130604
34202,19816,23.757,834.1120512
98110,23025,27.614,833.8161802
29306,15861,19.025,833.6925099
80924,4534,5.439,833.6091193
19525,14107,16.928,833.3530246
61037,140,0.168,833.3333333
44874,394,0.473,832.9809725
6804,16466,19.781,832.4149436
15617,367,0.441,832.1995465
24898,198,0.238,831.9327731
15085,7944,9.558,831.136221
45005,29963,36.06,830.9206877
36619,14269,17.173,830.8973388
15678,476,0.573,830.7155323
4346,1772,2.134,830.3655108
95330,17853,21.517,829.7160385
29170,19988,24.095,829.5496991
97123,44537,53.689,829.5367766
92352,8004,9.649,829.516012
89701,27625,33.307,829.4052301
6903,14499,17.484,829.2724777
61541,136,0.164,829.2682927
77473,97,0.117,829.0598291
84045,16875,20.356,828.9939084
2818,18082,21.818,828.7652397
28052,34932,42.153,828.6954665
28081,25190,30.414,828.2369961
23185,46370,56.026,827.6514475
28144,24734,29.885,827.6392839
13066,12390,14.973,827.4894811
46013,17876,21.616,826.9800148
96753,26892,32.538,826.4798082
10915,119,0.144,826.3888889
23692,18846,22.807,826.325251
32798,2550,3.086,826.3123785
85730,38323,46.38,826.2828806
1536,6888,8.339,825.9983211
15351,901,1.091,825.847846
19554,374,0.453,825.607064
17075,123,0.149,825.5033557
29439,2399,2.908,824.9656121
15346,749,0.908,824.8898678
32079,433,0.525,824.7619048
1550,16719,20.28,824.408284
28077,482,0.585,823.9316239
37664,26880,32.633,823.7060644
6442,2745,3.333,823.5823582
31201,8761,10.642,823.2475099
80127,42597,51.757,823.0191085
34655,38464,46.737,822.9882106
66043,10787,13.12,822.179878
17055,34237,41.665,821.7208688
92373,33423,40.689,821.4259382
97306,27360,33.31,821.3749625
18977,4291,5.228,820.7727621
43836,128,0.156,820.5128205
98296,27956,34.079,820.329235
53072,23907,29.149,820.1653573
28019,123,0.15,820
41015,20864,25.446,819.9324059
13087,168,0.205,819.5121951
75489,993,1.212,819.3069307
64145,5389,6.581,818.8725118
47964,122,0.149,818.7919463
2359,17828,21.777,818.661891
76108,38227,46.697,818.6178984
15444,517,0.632,818.0379747
34746,35022,42.818,817.92704
6413,13235,16.196,817.1770808
28078,52133,63.8,817.1316614
29063,32717,40.065,816.5980282
20176,46506,56.977,816.2240904
6716,16680,20.436,816.2066941
61871,284,0.348,816.091954
8836,3845,4.715,815.4825027
48103,53057,65.083,815.2205645
16029,705,0.865,815.0289017
1504,9026,11.075,814.9887133
55120,4352,5.342,814.6761513
91387,40328,49.525,814.2958102
56529,4026,4.945,814.1557128
35806,18951,23.281,814.0114256
98506,18199,22.377,813.2904321
27406,56458,69.425,813.2229024
20733,2672,3.286,813.1466829
7005,15269,18.778,813.132389
22556,25675,31.583,812.9373397
34474,16062,19.758,812.936532
85024,22898,28.176,812.677456
14549,91,0.112,812.5
73072,42797,52.677,812.4418627
6477,13956,17.181,812.2926489
2660,6261,7.708,812.2729632
72113,21273,26.193,812.1635551
67041,229,0.282,812.0567376
42303,38909,47.929,811.8049615
63052,26431,32.561,811.7379687
62221,27858,34.321,811.6896361
13413,16135,19.89,811.2116642
17931,8472,10.454,810.4074995
52804,27379,33.785,810.389226
21774,11662,14.398,809.9736074
12432,492,0.608,809.2105263
80906,37719,46.628,808.9345458
83404,21606,26.714,808.7893988
84790,35770,44.242,808.5077528
53016,384,0.475,808.4210526
11941,1986,2.457,808.3028083
15937,779,0.964,808.0912863
28027,55435,68.61,807.9725987
39567,10740,13.298,807.6402467
49401,20735,25.676,807.5634834
87048,8682,10.758,807.0273285
49894,680,0.843,806.6429419
72764,50230,62.279,806.5318968
99703,7065,8.761,806.4147928
34654,21716,26.944,805.9679335
17013,34575,42.901,805.9252698
46346,1423,1.766,805.7757644
28671,597,0.741,805.6680162
2556,3115,3.867,805.5340057
95619,4842,6.011,805.5232075
16868,483,0.6,805
29501,43220,53.696,804.9016687
92029,19021,23.636,804.7469961
39157,24645,30.626,804.7084177
44906,16718,20.785,804.3300457
15238,13162,16.369,804.0808846
95464,2673,3.325,803.9097744
31419,50954,63.383,803.9064102
2891,21198,26.375,803.7156398
29303,25058,31.193,803.321258
48906,26634,33.168,803.0028944
27409,15621,19.454,802.9711113
14756,110,0.137,802.919708
94965,10847,13.514,802.6491046
33541,19759,24.621,802.5262987
50131,17499,21.806,802.4855544
24018,36432,45.409,802.3079125
87042,3644,4.543,802.1131411
96143,4414,5.503,802.1079411
26056,93,0.116,801.7241379
25177,24084,30.042,801.6776513
2333,13794,17.209,801.5573247
18642,4345,5.422,801.36481
17036,21913,27.357,801.0015718
73117,5191,6.481,800.9566425
59851,173,0.216,800.9259259
30901,16445,20.539,800.6718925
15142,1163,1.454,799.8624484
8050,24285,30.377,799.4535339
8006,518,0.648,799.382716
70807,20377,25.499,799.1293776
15317,36535,45.722,799.0682822
61553,213,0.267,797.752809
3246,15963,20.013,797.6315395
96705,2319,2.909,797.1811619
62336,47,0.059,796.6101695
72034,44723,56.153,796.4489876
76135,20684,25.976,796.2734832
64056,16576,20.819,796.1957827
78224,17601,22.119,795.741218
25139,440,0.553,795.6600362
12045,584,0.734,795.640327
96792,48519,61.023,795.0936532
56387,6734,8.471,794.9474678
7703,690,0.868,794.9308756
77446,5217,6.563,794.9108639
77531,15639,19.675,794.866582
45504,18465,23.244,794.3985545
19035,3780,4.76,794.1176471
98660,11858,14.941,793.6550432
27545,23006,28.993,793.5018798
7465,6244,7.871,793.2918308
23662,12150,15.317,793.2362734
97501,42117,53.114,792.9547765
45323,5019,6.33,792.8909953
47708,439,0.554,792.4187726
47969,145,0.183,792.3497268
77044,30949,39.073,792.0814885
35405,37661,47.557,791.9128625
2538,3603,4.551,791.6941332
28666,368,0.465,791.3978495
62549,6269,7.924,791.140838
29902,14779,18.688,790.828339
64835,1899,2.402,790.591174
15047,151,0.191,790.5759162
53183,2815,3.562,790.286356
45426,15239,19.287,790.1176959
94933,865,1.095,789.9543379
33810,44254,56.065,789.333809
78256,6855,8.687,789.1101646
38054,284,0.36,788.8888889
6001,18385,23.308,788.7849665
15611,543,0.689,788.0986938
60051,25192,31.972,787.939447
60118,15851,20.119,787.8622198
40509,32364,41.116,787.1388267
7836,12568,15.968,787.0741483
2648,7301,9.277,787.0001078
93552,38158,48.513,786.5520582
12520,3109,3.953,786.4912725
49802,6230,7.924,786.2190813
41076,16468,20.948,786.1371014
6002,20486,26.063,786.0184937
31005,15102,19.219,785.7849004
26062,21801,27.756,785.4517942
72118,22592,28.765,785.3989223
37228,1160,1.477,785.3757617
39525,8383,10.677,785.1456402
78735,16131,20.547,785.0781136
98077,13585,17.305,785.0332274
63387,73,0.093,784.9462366
75101,646,0.823,784.9331713
63127,4939,6.294,784.7156022
2563,10359,13.202,784.6538403
39530,8086,10.309,784.3631778
95132,40299,51.381,784.31716
37601,36182,46.169,783.6860231
3054,25477,32.519,783.4496756
42322,47,0.06,783.3333333
56356,300,0.383,783.2898172
23459,1091,1.394,782.6398852
7059,15311,19.567,782.4909286
16510,25625,32.774,781.8697748
95618,27281,34.931,780.9968223
70507,16558,21.202,780.96406
29928,16110,20.632,780.8259015
36116,43790,56.091,780.6956553
94505,13403,17.184,779.9697393
28101,698,0.895,779.8882682
49424,44760,57.413,779.6143731
29926,23742,30.473,779.1159387
17046,29790,38.236,779.1086934
35233,1308,1.68,778.5714286
62002,32704,42.007,778.5369105
49634,116,0.149,778.5234899
95066,14749,18.95,778.3113456
61815,228,0.293,778.1569966
56593,14,0.018,777.7777778
80301,22555,29.004,777.6513584
7847,1670,2.148,777.4674115
22039,18364,23.626,777.2792686
39213,22328,28.727,777.2478853
32221,27918,35.927,777.0757369
37220,5786,7.446,777.0615095
8069,13076,16.84,776.4845606
14788,163,0.21,776.1904762
13039,17537,22.596,776.1108161
27560,22623,29.153,776.0093301
36555,654,0.843,775.8007117
1056,21103,27.205,775.7029958
32530,38,0.049,775.5102041
22554,51463,66.363,775.4772991
19902,283,0.365,775.3424658
37408,1486,1.917,775.1695357
47280,813,1.049,775.0238322
6032,17675,22.815,774.7096209
19904,34132,44.064,774.600581
76028,59744,77.139,774.4979842
92618,16366,21.133,774.4286187
1520,13997,18.081,774.1275372
30094,31244,40.376,773.8260353
36870,18783,24.295,773.1220416
33418,36017,46.592,773.0297047
39174,715,0.925,772.972973
39560,16844,21.814,772.1646649
34445,44,0.057,771.9298246
28804,20507,26.578,771.5779968
2067,17486,22.672,771.2597036
93021,36422,47.232,771.1297425
35584,460,0.597,770.519263
2025,7542,9.789,770.456635
77539,38806,50.41,769.8075779
13492,11596,15.08,768.9655172
17099,1179,1.534,768.5788787
98943,660,0.859,768.3352736
46544,30759,40.049,768.0341582
27703,41937,54.622,767.7675662
18059,1228,1.6,767.5
2540,8221,10.717,767.0990016
10928,4175,5.444,766.8993387
75154,36041,47.011,766.6503584
45243,14891,19.431,766.3527353
93449,7657,9.993,766.2363655
1532,14155,18.476,766.1290323
48174,31515,41.189,765.1314671
78733,8762,11.456,764.8393855
44241,16428,21.508,763.8088153
19503,1142,1.496,763.368984
62090,1189,1.558,763.1578947
28411,31962,41.898,762.8526421
28075,16143,21.163,762.7935548
60097,11250,14.749,762.7635772
30141,22457,29.449,762.5725831
29324,167,0.219,762.5570776
67210,10339,13.56,762.4631268
28310,3459,4.541,761.726492
44828,166,0.218,761.4678899
47035,233,0.306,761.4379085
21226,7561,9.93,761.4300101
28546,42696,56.079,761.3545177
54169,2600,3.415,761.3469985
18459,51,0.067,761.1940299
60408,5696,7.483,761.1920353
40513,10994,14.449,760.8831061
17345,7679,10.093,760.8243337
99763,668,0.878,760.8200456
31701,20552,27.035,760.1997411
61320,710,0.934,760.1713062
62225,5381,7.08,760.0282486
97118,775,1.02,759.8039216
72464,98,0.129,759.6899225
